session_id,headset_id,participant_count,timestamp_sec,frame_rate_fps,network_latency_ms,calibration_error_mm,battery_temp_c,battery_level,scene_state,source_file
20251208_014720,H_4193,1,34.49,31.3,111.0,0.0,46.0,62,Host,session_20251208_014720_H_4193.csv
20251207_231719,H_4193,2,34.54,72.0,83.5,0.0,43.0,5,Client,session_20251207_231719_H_4193.csv
20251208_004716,H_4193,2,34.54,36.1,82.9,0.0,43.0,61,Client,session_20251208_004716_H_4193.csv
20251208_103057,H_4193,2,34.55,31.1,131.8,0.0,34.0,100,Client,session_20251208_103057_H_4193.csv
20251209_143750,H_4193,2,34.55,72.3,112.6,0.0,38.0,82,Client,session_20251209_143750_H_4193.csv
20251209_003711,H_4193,0,34.58,32.3,0.0,0.0,34.0,100,Offline,session_20251209_003711_H_4193.csv
20251209_004435,H_4193,0,34.58,33.1,0.0,0.0,45.0,100,Offline,session_20251209_004435_H_4193.csv
20251208_105026,H_4193,2,34.62,33.8,58.3,0.0,48.0,95,Host,session_20251208_105026_H_4193.csv
20251208_015029,H_4193,2,34.65,23.9,125.3,0.0,50.0,59,Client,session_20251208_015029_H_4193.csv
20251208_110401,H_4193,1,34.65,33.4,53.7,0.0,51.0,84,Host,session_20251208_110401_H_4193.csv
20251208_103907,H_4193,2,34.76,36.3,121.4,0.0,37.0,100,Client,session_20251208_103907_H_4193.csv
20251208_010002,H_4193,2,34.78,24.2,83.4,0.0,43.0,61,Client,session_20251208_010002_H_4193.csv
20251208_104152,H_4193,1,35.14,31.1,75.0,0.0,43.0,100,Host,session_20251208_104152_H_4193.csv
20251207_221239,H_4193,2,35.2,72.5,69.3,0.0,51.0,37,Host,session_20251207_221239_H_4193.csv
20251208_000559,H_4193,1,35.2,72.5,55.4,0.0,43.0,58,Host,session_20251208_000559_H_4193.csv
20251208_121204,H_4193,1,35.31,64.0,63.1,0.0,42.0,64,Host,session_20251208_121204_H_4193.csv
20251207_215648,H_4193,2,35.33,72.0,41.2,0.0,50.0,51,Host,session_20251207_215648_H_4193.csv
20251207_213615,H_4193,1,35.34,72.3,54.8,0.0,37.0,67,Host,session_20251207_213615_H_4193.csv
20251207_222644,H_4193,2,35.35,72.6,39.6,0.0,53.0,23,Host,session_20251207_222644_H_4193.csv
20251207_223649,H_4193,2,35.37,72.4,55.4,0.0,55.0,14,Host,session_20251207_223649_H_4193.csv
20251208_002333,H_4193,2,35.4,70.6,40.9,0.0,43.0,59,Client,session_20251208_002333_H_4193.csv
20251208_121556,H_4193,1,35.42,51.1,75.5,0.0,45.0,60,Host,session_20251208_121556_H_4193.csv
20251208_000702,H_4193,2,35.45,54.1,55.3,0.0,45.0,58,Client,session_20251208_000702_H_4193.csv
20251208_140440,H_4193,1,35.46,40.2,74.5,0.0,36.0,73,Host,session_20251208_140440_H_4193.csv
20251208_014720,H_4193,1,35.52,24.3,81.9,0.0,46.0,62,Host,session_20251208_014720_H_4193.csv
20251208_103057,H_4193,2,35.55,31.3,228.2,0.0,34.0,100,Client,session_20251208_103057_H_4193.csv
20251209_143750,H_4193,2,35.55,72.1,55.3,0.0,38.0,82,Client,session_20251209_143750_H_4193.csv
20251208_004716,H_4193,2,35.57,35.8,83.0,0.0,43.0,61,Client,session_20251208_004716_H_4193.csv
20251207_231719,H_4193,2,35.58,63.7,150.0,0.0,43.0,5,Client,session_20251207_231719_H_4193.csv
20251209_004435,H_4193,0,35.6,33.9,0.0,0.0,45.0,100,Offline,session_20251209_004435_H_4193.csv
20251209_003711,H_4193,0,35.61,32.2,0.0,0.0,34.0,100,Offline,session_20251209_003711_H_4193.csv
20251208_105026,H_4193,2,35.64,32.6,60.7,0.0,48.0,95,Host,session_20251208_105026_H_4193.csv
20251208_110401,H_4193,1,35.67,33.5,54.0,0.0,51.0,84,Host,session_20251208_110401_H_4193.csv
20251208_015029,H_4193,2,35.69,24.1,127.7,0.0,50.0,59,Client,session_20251208_015029_H_4193.csv
20251208_103907,H_4193,2,35.77,41.1,170.5,0.0,37.0,100,Client,session_20251208_103907_H_4193.csv
20251208_010002,H_4193,2,35.81,24.2,121.6,0.0,43.0,61,Client,session_20251208_010002_H_4193.csv
20251208_104152,H_4193,1,36.15,31.8,89.0,0.0,43.0,100,Host,session_20251208_104152_H_4193.csv
20251207_221239,H_4193,2,36.22,72.2,41.5,0.0,51.0,37,Host,session_20251207_221239_H_4193.csv
20251208_121204,H_4193,1,36.32,63.4,64.6,0.0,42.0,64,Host,session_20251208_121204_H_4193.csv
20251207_215648,H_4193,2,36.34,72.3,55.6,0.0,50.0,51,Host,session_20251207_215648_H_4193.csv
20251207_213615,H_4193,1,36.35,70.4,69.0,0.0,37.0,67,Host,session_20251207_213615_H_4193.csv
20251207_222644,H_4193,2,36.36,71.8,54.8,0.0,53.0,23,Host,session_20251207_222644_H_4193.csv
20251207_223649,H_4193,2,36.38,71.6,56.6,0.0,55.0,14,Host,session_20251207_223649_H_4193.csv
20251208_002333,H_4193,2,36.41,72.7,42.8,0.0,43.0,59,Client,session_20251208_002333_H_4193.csv
20251208_121556,H_4193,1,36.42,51.6,56.7,0.0,45.0,60,Host,session_20251208_121556_H_4193.csv
20251208_000702,H_4193,2,36.46,54.5,54.6,0.0,45.0,57,Client,session_20251208_000702_H_4193.csv
